,count,rouge1,rouge2,rougeL,meteor,bleu
relationship,27,0.47069829216788656,0.24406117160840796,0.3394425490294819,0.39874026585904093,0.21527621530197652
factual,25,0.6082585210743798,0.4424740432054919,0.5437886003901465,0.5826657985310342,0.382050741136002
comparative,28,0.4437890004346124,0.20426372143526805,0.2979206708930513,0.3664150859575184,0.1850609600926912
inferential,31,0.41524450947865904,0.17601397783013673,0.28394077135731155,0.3119337607668819,0.15040618472940143
