,count,rouge1,rouge2,rougeL,meteor,bleu
factual,33,0.5090611865994131,0.2882423654917012,0.3838233227850184,0.4288012249143675,0.22444485124266547
comparative,28,0.4770023068683771,0.20985811665274381,0.30708305612791764,0.37067272125807865,0.17531686747489736
inferential,18,0.4836826311376481,0.2449298435959094,0.32970973237117907,0.38905292393764346,0.1983681805896738
relationship,34,0.5157661394710303,0.2733616525986093,0.3658562289042748,0.41454714467907045,0.20489748576646732
