,count,rouge1,rouge2,rougeL,meteor,bleu
relationship,27,0.4658379723986422,0.22020487821045032,0.32622910538853933,0.38439808289217536,0.1815054282535631
factual,25,0.5952679158170733,0.429455161820236,0.5271341533214245,0.5591851924818808,0.34501922924234546
comparative,28,0.4531647752360602,0.2179014874917357,0.31087079413314056,0.3512255020361189,0.1785125604465413
inferential,31,0.4311519892860387,0.1945954825387587,0.30330606381307695,0.3202632284694482,0.1521850762600983
