,count,rouge1,rouge2,rougeL,meteor,bleu
comparative,31,0.4397099030339143,0.19108325754148564,0.2881980185748364,0.33241879520403234,0.1459414444995042
factual,30,0.6668931943267541,0.4987909528304856,0.5758948074711863,0.6086185702399447,0.37412550953214824
inferential,25,0.44387743720912287,0.20066446807221858,0.3083116461576588,0.3319640659212527,0.1643886334273513
relationship,22,0.5643575496426261,0.3799368445651715,0.4623519663269076,0.48031342832534973,0.3193512630518933
