,count,rouge1,rouge2,rougeL,meteor,bleu
relationship,27,0.48802855257587957,0.24547313731769754,0.36072424267113723,0.40667767231669977,0.20027049852545628
factual,25,0.583555471113498,0.4139268912198718,0.5216773421157608,0.5372183371568707,0.3304586359248893
comparative,28,0.4274995377690035,0.19154800863642302,0.283165694707217,0.3194894197974366,0.1557357455484969
inferential,31,0.4279693340639215,0.18622669157204452,0.28965720842582576,0.32079260534166565,0.1555111853518124
