,count,rouge1,rouge2,rougeL,meteor,bleu
factual,33,0.5044016229871542,0.29471497599418933,0.3840610321437361,0.41061181538613056,0.2078553590364426
comparative,28,0.43979064700716064,0.21862097296382288,0.31181304544495536,0.33063509835765165,0.1589502043665191
inferential,18,0.48845470913086064,0.2562041203476818,0.34322319492709014,0.3670646585417891,0.19259006868790687
relationship,34,0.510644115463348,0.2699826256481161,0.3740396220595583,0.390488080666458,0.19171419208307905
