,count,rouge1,rouge2,rougeL,meteor,bleu
relationship,27,0.452149185846662,0.22106576905585884,0.3267234787293577,0.37216274920468806,0.17382760701549324
factual,25,0.6035366275074611,0.44267709109855385,0.5294510957817589,0.5594097278066047,0.3545135064696237
comparative,28,0.4295487284835304,0.18665880589251554,0.2842896822495202,0.33631389088406705,0.15489530955703465
inferential,31,0.443485203339782,0.1958123500321678,0.2984729169781314,0.3396919798496548,0.16230707432117006
