,count,rouge1,rouge2,rougeL,meteor,bleu
comparative,31,0.4303008267372249,0.18587144089210347,0.285701578570187,0.32516471314968826,0.14683019888983306
factual,30,0.6285897809453892,0.46281945351592163,0.549627802395863,0.57337548314329,0.35993481444097747
inferential,25,0.4411704560539682,0.19477905434779635,0.30034770508105335,0.32741627628317443,0.15506104401393458
relationship,22,0.51740367078293,0.32405787038607137,0.43649086535111825,0.42814334784289726,0.24450680061437854
