,count,rouge1,rouge2,rougeL,meteor,bleu
relationship,27,0.4772940063111025,0.23501137313546294,0.3336630673280692,0.3897403448441833,0.1919480133283157
factual,25,0.523286129158127,0.3485034991603662,0.45626132449991585,0.4676694539953368,0.24603537860010236
comparative,28,0.38403417516075433,0.17018424606171312,0.27297647112622636,0.3045805743951086,0.1430963500084875
inferential,31,0.3905763831388831,0.17179740659225262,0.2824825215234529,0.30351518110752435,0.14458451196508942
