,count,rouge1,rouge2,rougeL,meteor,bleu
comparative,31,0.3833365203940186,0.16793936876550966,0.2922220455988541,0.29952711926544057,0.13297535815398814
factual,30,0.5935255437824023,0.4462260022156911,0.5278980609661589,0.5417093405905227,0.3361281150760782
inferential,25,0.3974307414642697,0.17986874937738706,0.29516403843141903,0.3073135063550969,0.14645496884825507
relationship,22,0.5034356979642152,0.32913785444458943,0.4237580504242604,0.3964786781915498,0.20704775224042082
