,count,rouge1,rouge2,rougeL,meteor,bleu
relationship,27,0.48109169378642597,0.23783638801889284,0.34257571329932,0.38558014367573995,0.17254719978012958
factual,25,0.5429153636173736,0.3884718992859834,0.4874191337502025,0.4661969254367114,0.2645231567965191
comparative,28,0.39841424773959233,0.18754651469814498,0.27333242817470194,0.28530971251770887,0.12215869342274015
inferential,31,0.4192336509512111,0.17453651824518596,0.2846034763972708,0.29668677679385674,0.12409654688176429
