,count,rouge1,rouge2,rougeL,meteor,bleu
factual,33,0.4749888653000067,0.2731759492165964,0.36359862917355457,0.39084471434945295,0.19310334434205484
comparative,28,0.4487658780211844,0.20816138346959107,0.2884614380320578,0.32322583169785185,0.1424662450778122
inferential,18,0.47978109891820747,0.2755216509944578,0.3515084623366117,0.35247901087384625,0.18154069683011068
relationship,34,0.4783717970543195,0.25445507411037116,0.33918785652487443,0.36570548894355787,0.1854450293704141
