,count,rouge1,rouge2,rougeL,meteor,bleu
comparative,31,0.4269265867440316,0.19148801667102683,0.29947630997176794,0.3165857784307602,0.138262280005783
factual,30,0.6399698057646742,0.4682704299772928,0.555599359026163,0.597230957308817,0.3831743349434767
inferential,25,0.45032597483635195,0.19736786036845488,0.303079217331213,0.31885133235564234,0.15069029641981554
relationship,22,0.5293160762085476,0.3271973777549355,0.44218222478302494,0.46744710432662406,0.2644010608489459
